event_date,event_time,track,country,event_id,selection_id,selection_name,event_name,race_number,win_bsp,place_bsp,win_result,place_result,ppwap,morningwap,ppmax,ppmin,ipmax,ipmin,ppwap_place,morningwap_place,ppmax_place,ppmin_place,ipmax_place,ipmin_place,source
2024-01-06,00:00,Uttoxeter,uk,33379909,39691040,Monte Igueldo,bet365 Summer Cup Handicap Chase (GBB Race) (Class B),4,216.88,40.49,0,1,,,,,,,,,,,,,hub
2024-01-06,00:00,Uttoxeter,uk,33379909,118359,Percussion,bet365 Summer Cup Handicap Chase (GBB Race) (Class B),4,27.03,6.8,0,1,,,,,,,,,,,,,hub
2024-01-06,00:00,Uttoxeter,uk,33379909,24044542,Streets Of Doyen,bet365 Summer Cup Handicap Chase (GBB Race) (Class B),4,24.25,7.0,0,0,,,,,,,,,,,,,hub
2024-01-06,00:00,Uttoxeter,uk,33379909,38612531,Whistleinthedark,bet365 Summer Cup Handicap Chase (GBB Race) (Class B),4,21.0,5.86,0,0,,,,,,,,,,,,,hub
2024-01-06,00:10,Cartmel,uk,33379902,47000889,A Law Of Her Own,Oakmere Homes Handicap Hurdle (GBB Race) (Class B),4,13.27,3.6,0,0,,,,,,,,,,,,,hub
2024-01-06,00:10,Cartmel,uk,33379902,34898739,Book Of Secrets,Oakmere Homes Handicap Hurdle (GBB Race) (Class B),4,27.0,7.4,0,1,,,,,,,,,,,,,hub
2024-01-06,00:10,Cartmel,uk,33379902,18332780,Elogio,Oakmere Homes Handicap Hurdle (GBB Race) (Class B),4,92.55,19.5,0,0,,,,,,,,,,,,,hub
2024-01-06,00:10,Cartmel,uk,33379902,45859701,Fiveonefive,Oakmere Homes Handicap Hurdle (GBB Race) (Class B),4,7.03,2.42,1,1,,,,,,,,,,,,,hub
2024-01-06,00:10,Cartmel,uk,33379902,24519093,Hurricane Ali,Oakmere Homes Handicap Hurdle (GBB Race) (Class B),4,9.51,3.31,0,0,,,,,,,,,,,,,hub
2024-01-06,00:10,Cartmel,uk,33379902,40548328,Je Tai Porte,Oakmere Homes Handicap Hurdle (GBB Race) (Class B),4,5.8,2.4,0,0,,,,,,,,,,,,,hub
2024-01-06,00:10,Cartmel,uk,33379902,36401246,King Otis,Oakmere Homes Handicap Hurdle (GBB Race) (Class B),4,14.47,4.4,0,1,,,,,,,,,,,,,hub
2024-01-06,00:10,Cartmel,uk,33379902,35824376,Luttrell Lad,Oakmere Homes Handicap Hurdle (GBB Race) (Class B),4,6.53,2.55,0,0,,,,,,,,,,,,,hub
2024-01-06,00:10,Cartmel,uk,33379902,16570474,Nayati,Oakmere Homes Handicap Hurdle (GBB Race) (Class B),4,55.0,13.5,0,0,,,,,,,,,,,,,hub
2024-01-06,00:10,Cartmel,uk,33379902,40134301,Petit Tonnerre,Oakmere Homes Handicap Hurdle (GBB Race) (Class B),4,7.71,2.9,0,0,,,,,,,,,,,,,hub
2024-01-06,00:10,Cartmel,uk,33379902,38983306,Scots Poet,Oakmere Homes Handicap Hurdle (GBB Race) (Class B),4,17.97,4.8,0,0,,,,,,,,,,,,,hub
2024-01-06,00:10,Cartmel,uk,33379902,36844731,Well Educated,Oakmere Homes Handicap Hurdle (GBB Race) (Class B),4,29.22,6.2,0,0,,,,,,,,,,,,,hub
2024-01-06,00:20,Wolverhampton,uk,33379905,36110942,Bakersboy,Get Raceday Ready Handicap (Rider Restricted Race) (Class F),4,10.5,3.0,1,1,,,,,,,,,,,,,hub
2024-01-06,00:20,Wolverhampton,uk,33379905,24830530,City Escape,Get Raceday Ready Handicap (Rider Restricted Race) (Class F),4,26.84,5.7,0,1,,,,,,,,,,,,,hub
2024-01-06,00:20,Wolverhampton,uk,33379905,44214286,Dirty Barry,Get Raceday Ready Handicap (Rider Restricted Race) (Class F),4,134.46,23.86,0,0,,,,,,,,,,,,,hub
2024-01-06,00:20,Wolverhampton,uk,33379905,60788404,Garden View,Get Raceday Ready Handicap (Rider Restricted Race) (Class F),4,12.0,3.85,0,0,,,,,,,,,,,,,hub
2024-01-06,00:20,Wolverhampton,uk,33379905,47672164,High Court Judge,Get Raceday Ready Handicap (Rider Restricted Race) (Class F),4,4.3,1.96,0,0,,,,,,,,,,,,,hub
2024-01-06,00:20,Wolverhampton,uk,33379905,39036147,Meng Tian,Get Raceday Ready Handicap (Rider Restricted Race) (Class F),4,10.5,3.15,0,0,,,,,,,,,,,,,hub
2024-01-06,00:20,Wolverhampton,uk,33379905,62362511,Pelissanne,Get Raceday Ready Handicap (Rider Restricted Race) (Class F),4,98.33,18.17,0,0,,,,,,,,,,,,,hub
2024-01-06,00:20,Wolverhampton,uk,33379905,57489,Prince Hector,Get Raceday Ready Handicap (Rider Restricted Race) (Class F),4,3.6,1.65,0,0,,,,,,,,,,,,,hub
2024-01-06,00:20,Wolverhampton,uk,33379905,10051059,Red Dwarf,Get Raceday Ready Handicap (Rider Restricted Race) (Class F),4,20.5,5.3,0,0,,,,,,,,,,,,,hub
2024-01-06,00:20,Wolverhampton,uk,33379905,47224199,Starshot,Get Raceday Ready Handicap (Rider Restricted Race) (Class F),4,36.0,8.4,0,0,,,,,,,,,,,,,hub
2024-01-06,00:20,Wolverhampton,uk,33379905,48735049,Streetstorm,Get Raceday Ready Handicap (Rider Restricted Race) (Class F),4,120.0,20.06,0,0,,,,,,,,,,,,,hub
2024-01-06,00:20,Wolverhampton,uk,33379905,42196599,Wallaroo,Get Raceday Ready Handicap (Rider Restricted Race) (Class F),4,17.0,4.4,0,0,,,,,,,,,,,,,hub
2024-01-06,00:20,Wolverhampton,uk,33379905,39971907,Warrior Square,Get Raceday Ready Handicap (Rider Restricted Race) (Class F),4,46.0,10.32,0,1,,,,,,,,,,,,,hub
2024-01-06,00:25,Curragh,ire,33379879,2104840,Atlantic Coast,Colm McLoughlin Celebration Stakes (Class A) (Listed),5,10.79,2.61,0,1,,,,,,,,,,,,,hub
2024-01-06,00:25,Curragh,ire,33379879,61902973,Azada,Colm McLoughlin Celebration Stakes (Class A) (Listed),5,2.16,1.32,0,1,,,,,,,,,,,,,hub
2024-01-06,00:25,Curragh,ire,33379879,36324318,Dunum,Colm McLoughlin Celebration Stakes (Class A) (Listed),5,7.62,2.12,0,0,,,,,,,,,,,,,hub
2024-01-06,00:25,Curragh,ire,33379879,47281856,Lord Massusus,Colm McLoughlin Celebration Stakes (Class A) (Listed),5,11.5,2.6,1,1,,,,,,,,,,,,,hub
2024-01-06,00:25,Curragh,ire,33379879,56063697,Master Of The Hunt,Colm McLoughlin Celebration Stakes (Class A) (Listed),5,21.0,4.4,0,0,,,,,,,,,,,,,hub
2024-01-06,00:25,Curragh,ire,33379879,68072921,Mundi,Colm McLoughlin Celebration Stakes (Class A) (Listed),5,14.5,3.28,0,0,,,,,,,,,,,,,hub
2024-01-06,00:25,Curragh,ire,33379879,56365996,Norwalk Havoc,Colm McLoughlin Celebration Stakes (Class A) (Listed),5,15.85,3.15,0,0,,,,,,,,,,,,,hub
2024-01-06,00:25,Curragh,ire,33379879,10275794,You Send Me,Colm McLoughlin Celebration Stakes (Class A) (Listed),5,43.21,5.93,0,0,,,,,,,,,,,,,hub
2024-01-06,00:35,Uttoxeter,uk,33379909,25314467,Buckos Boy,bet365 Handicap Hurdle (GBB Race) (Class B),5,13.45,4.14,0,0,,,,,,,,,,,,,hub
2024-01-06,00:35,Uttoxeter,uk,33379909,36336664,Calagogo,bet365 Handicap Hurdle (GBB Race) (Class B),5,750.0,240.0,0,0,,,,,,,,,,,,,hub
2024-01-06,00:35,Uttoxeter,uk,33379909,38807040,Earth King,bet365 Handicap Hurdle (GBB Race) (Class B),5,11.31,4.27,0,0,,,,,,,,,,,,,hub
2024-01-06,00:35,Uttoxeter,uk,33379909,36868866,Edison Kent,bet365 Handicap Hurdle (GBB Race) (Class B),5,9.6,3.15,0,0,,,,,,,,,,,,,hub
2024-01-06,00:35,Uttoxeter,uk,33379909,5042390,Halifax,bet365 Handicap Hurdle (GBB Race) (Class B),5,17.75,4.73,0,1,,,,,,,,,,,,,hub
2024-01-06,00:35,Uttoxeter,uk,33379909,41122648,Juan Bermudez,bet365 Handicap Hurdle (GBB Race) (Class B),5,7.6,3.23,0,0,,,,,,,,,,,,,hub
2024-01-06,00:35,Uttoxeter,uk,33379909,1369518,Kingston Bridge,bet365 Handicap Hurdle (GBB Race) (Class B),5,18.43,4.94,0,0,,,,,,,,,,,,,hub
2024-01-06,00:35,Uttoxeter,uk,33379909,45282940,Lihyan,bet365 Handicap Hurdle (GBB Race) (Class B),5,16.38,4.3,0,0,,,,,,,,,,,,,hub
2024-01-06,00:35,Uttoxeter,uk,33379909,37808049,Nothin To Ask,bet365 Handicap Hurdle (GBB Race) (Class B),5,13.15,4.03,0,0,,,,,,,,,,,,,hub
2024-01-06,00:35,Uttoxeter,uk,33379909,49720037,Porter In The Park,bet365 Handicap Hurdle (GBB Race) (Class B),5,11.0,3.5,0,1,,,,,,,,,,,,,hub
2024-01-06,00:35,Uttoxeter,uk,33379909,38863222,Pull Again Green,bet365 Handicap Hurdle (GBB Race) (Class B),5,12.01,4.2,0,0,,,,,,,,,,,,,hub
2024-01-06,00:35,Uttoxeter,uk,33379909,50638969,Pyffo,bet365 Handicap Hurdle (GBB Race) (Class B),5,6.8,2.8,1,1,,,,,,,,,,,,,hub
2024-01-06,00:35,Uttoxeter,uk,33379909,24330453,Wbee,bet365 Handicap Hurdle (GBB Race) (Class B),5,48.84,13.0,0,0,,,,,,,,,,,,,hub
2024-01-06,00:45,Cartmel,uk,33379902,22109307,Arthurs Quay,Oakmere Homes Handicap Chase (GBB Race) (Class B),5,13.99,4.1,0,0,,,,,,,,,,,,,hub
2024-01-06,00:45,Cartmel,uk,33379902,40340012,Bella Bliss,Oakmere Homes Handicap Chase (GBB Race) (Class B),5,6.06,2.27,0,1,,,,,,,,,,,,,hub
2024-01-06,00:45,Cartmel,uk,33379902,44719179,Charlie Uberalles,Oakmere Homes Handicap Chase (GBB Race) (Class B),5,4.3,1.86,1,1,,,,,,,,,,,,,hub
2024-01-06,00:45,Cartmel,uk,33379902,28115860,Coqolino,Oakmere Homes Handicap Chase (GBB Race) (Class B),5,99.57,16.5,0,0,,,,,,,,,,,,,hub
2024-01-06,00:45,Cartmel,uk,33379902,808077,Final Orders,Oakmere Homes Handicap Chase (GBB Race) (Class B),5,19.5,4.5,0,0,,,,,,,,,,,,,hub
2024-01-06,00:45,Cartmel,uk,33379902,14607893,Francky Du Berlais,Oakmere Homes Handicap Chase (GBB Race) (Class B),5,7.25,2.32,0,1,,,,,,,,,,,,,hub
2024-01-06,00:45,Cartmel,uk,33379902,36909372,Ganapathi,Oakmere Homes Handicap Chase (GBB Race) (Class B),5,9.35,2.81,0,0,,,,,,,,,,,,,hub
2024-01-06,00:45,Cartmel,uk,33379902,36204545,Glory And Honour,Oakmere Homes Handicap Chase (GBB Race) (Class B),5,9.26,2.76,0,0,,,,,,,,,,,,,hub
2024-01-06,00:45,Cartmel,uk,33379902,42930673,Irish Blaze,Oakmere Homes Handicap Chase (GBB Race) (Class B),5,13.0,3.9,0,0,,,,,,,,,,,,,hub
2024-01-06,00:45,Cartmel,uk,33379902,27227332,Mackenberg,Oakmere Homes Handicap Chase (GBB Race) (Class B),5,60.0,12.19,0,0,,,,,,,,,,,,,hub
2024-01-06,00:55,Wolverhampton,uk,33379905,882164,Atlantic Gamble,Neal Wood 15th Anniversary Handicap (Rider Restricted Race) (Class E),5,3.05,1.48,1,1,,,,,,,,,,,,,hub
2024-01-06,00:55,Wolverhampton,uk,33379905,61302191,Cerulean Summer,Neal Wood 15th Anniversary Handicap (Rider Restricted Race) (Class E),5,59.91,11.29,0,0,,,,,,,,,,,,,hub
2024-01-06,00:55,Wolverhampton,uk,33379905,64069015,Crimson Coronet,Neal Wood 15th Anniversary Handicap (Rider Restricted Race) (Class E),5,17.5,4.2,0,0,,,,,,,,,,,,,hub
2024-01-06,00:55,Wolverhampton,uk,33379905,37509865,Diffident Spirit,Neal Wood 15th Anniversary Handicap (Rider Restricted Race) (Class E),5,22.0,5.53,0,0,,,,,,,,,,,,,hub
2024-01-06,00:55,Wolverhampton,uk,33379905,41279361,Equion,Neal Wood 15th Anniversary Handicap (Rider Restricted Race) (Class E),5,18.87,4.7,0,0,,,,,,,,,,,,,hub
2024-01-06,00:55,Wolverhampton,uk,33379905,62794391,Little Heron,Neal Wood 15th Anniversary Handicap (Rider Restricted Race) (Class E),5,15.0,3.62,0,1,,,,,,,,,,,,,hub
2024-01-06,00:55,Wolverhampton,uk,33379905,59924228,Orbital,Neal Wood 15th Anniversary Handicap (Rider Restricted Race) (Class E),5,7.58,2.84,0,0,,,,,,,,,,,,,hub
2024-01-06,00:55,Wolverhampton,uk,33379905,54914574,Rogue Soldier,Neal Wood 15th Anniversary Handicap (Rider Restricted Race) (Class E),5,6.18,2.24,0,0,,,,,,,,,,,,,hub
2024-01-06,00:55,Wolverhampton,uk,33379905,60421330,Star Mind,Neal Wood 15th Anniversary Handicap (Rider Restricted Race) (Class E),5,22.95,6.0,0,0,,,,,,,,,,,,,hub
2024-01-06,00:55,Wolverhampton,uk,33379905,50047458,Supaspecialawesome,Neal Wood 15th Anniversary Handicap (Rider Restricted Race) (Class E),5,10.5,3.1,1,1,,,,,,,,,,,,,hub
2024-01-06,01:05,Curragh,ire,33379879,60918880,Ambiente Friendly,Dubai Duty Free Irish Derby (Class A) (Group 1),6,2.49,1.18,0,1,,,,,,,,,,,,,hub
2024-01-06,01:05,Curragh,ire,33379879,12730,Euphoric,Dubai Duty Free Irish Derby (Class A) (Group 1),6,52.68,6.68,0,0,,,,,,,,,,,,,hub
2024-01-06,01:05,Curragh,ire,33379879,886547,Grosvenor Square,Dubai Duty Free Irish Derby (Class A) (Group 1),6,38.12,4.48,0,0,,,,,,,,,,,,,hub
2024-01-06,01:05,Curragh,ire,33379879,60460519,Keepers Heart,Dubai Duty Free Irish Derby (Class A) (Group 1),6,220.0,14.63,0,0,,,,,,,,,,,,,hub
2024-01-06,01:05,Curragh,ire,33379879,738766,Los Angeles,Dubai Duty Free Irish Derby (Class A) (Group 1),6,2.7,1.3,1,1,,,,,,,,,,,,,hub
2024-01-06,01:05,Curragh,ire,33379879,8975867,Matsuri,Dubai Duty Free Irish Derby (Class A) (Group 1),6,8.43,2.07,0,0,,,,,,,,,,,,,hub
2024-01-06,01:05,Curragh,ire,33379879,57120919,Sunway,Dubai Duty Free Irish Derby (Class A) (Group 1),6,22.0,3.7,0,1,,,,,,,,,,,,,hub
2024-01-06,01:05,Curragh,ire,33379879,61111815,The Euphrates,Dubai Duty Free Irish Derby (Class A) (Group 1),6,29.43,4.46,0,0,,,,,,,,,,,,,hub
2024-01-06,01:10,Uttoxeter,uk,33379909,17838215,Breaking Waves,Best Odds Guaranteed At bet365 Handicap Hurdle (Class E),6,38.0,9.78,1,1,,,,,,,,,,,,,hub
2024-01-06,01:10,Uttoxeter,uk,33379909,38700665,Charlies Glance,Best Odds Guaranteed At bet365 Handicap Hurdle (Class E),6,7.0,2.34,0,0,,,,,,,,,,,,,hub
2024-01-06,01:10,Uttoxeter,uk,33379909,49596906,Clararose,Best Odds Guaranteed At bet365 Handicap Hurdle (Class E),6,3.85,1.8,0,0,,,,,,,,,,,,,hub
2024-01-06,01:10,Uttoxeter,uk,33379909,1248701,Fourofakind,Best Odds Guaranteed At bet365 Handicap Hurdle (Class E),6,6.4,2.52,0,0,,,,,,,,,,,,,hub
2024-01-06,01:10,Uttoxeter,uk,33379909,10386817,Good Bye,Best Odds Guaranteed At bet365 Handicap Hurdle (Class E),6,85.0,18.02,0,0,,,,,,,,,,,,,hub
2024-01-06,01:10,Uttoxeter,uk,33379909,21568569,Muskoka,Best Odds Guaranteed At bet365 Handicap Hurdle (Class E),6,10.76,3.75,0,1,,,,,,,,,,,,,hub
2024-01-06,01:10,Uttoxeter,uk,33379909,655526,Police Academy,Best Odds Guaranteed At bet365 Handicap Hurdle (Class E),6,16.4,4.6,0,1,,,,,,,,,,,,,hub
2024-01-06,01:10,Uttoxeter,uk,33379909,38469764,Presenting Pete,Best Odds Guaranteed At bet365 Handicap Hurdle (Class E),6,28.0,7.5,0,0,,,,,,,,,,,,,hub
2024-01-06,01:10,Uttoxeter,uk,33379909,38872805,Stans The Man,Best Odds Guaranteed At bet365 Handicap Hurdle (Class E),6,29.7,8.0,0,0,,,,,,,,,,,,,hub
2024-01-06,01:10,Uttoxeter,uk,33379909,32879540,State Of Bliss,Best Odds Guaranteed At bet365 Handicap Hurdle (Class E),6,17.85,4.5,0,0,,,,,,,,,,,,,hub
2024-01-06,01:10,Uttoxeter,uk,33379909,38209425,Teds Friend,Best Odds Guaranteed At bet365 Handicap Hurdle (Class E),6,27.0,7.4,0,0,,,,,,,,,,,,,hub
2024-01-06,01:10,Uttoxeter,uk,33379909,25377535,Throne Hall,Best Odds Guaranteed At bet365 Handicap Hurdle (Class E),6,41.33,10.89,0,0,,,,,,,,,,,,,hub
2024-01-06,01:10,Uttoxeter,uk,33379909,41812588,Walk Of No Shame,Best Odds Guaranteed At bet365 Handicap Hurdle (Class E),6,15.0,4.42,0,0,,,,,,,,,,,,,hub
2024-01-06,01:20,Cartmel,uk,33379902,19746487,Check My Pulse,Old Park Wood Handicap Chase (Class E),6,10.74,2.68,0,0,,,,,,,,,,,,,hub
2024-01-06,01:20,Cartmel,uk,33379902,17574771,Dr Sanderson,Old Park Wood Handicap Chase (Class E),6,2.13,1.39,1,1,,,,,,,,,,,,,hub
2024-01-06,01:20,Cartmel,uk,33379902,24977546,Gouet Des Bruyeres,Old Park Wood Handicap Chase (Class E),6,63.15,10.0,0,0,,,,,,,,,,,,,hub
2024-01-06,01:20,Cartmel,uk,33379902,24462869,Lermoos Legend,Old Park Wood Handicap Chase (Class E),6,6.2,1.99,0,1,,,,,,,,,,,,,hub
2024-01-06,01:20,Cartmel,uk,33379902,41101486,Melvich Bay,Old Park Wood Handicap Chase (Class E),6,12.05,2.78,0,0,,,,,,,,,,,,,hub
2024-01-06,01:20,Cartmel,uk,33379902,42506590,Minella Youngy,Old Park Wood Handicap Chase (Class E),6,18.92,3.77,0,0,,,,,,,,,,,,,hub
2024-01-06,01:20,Cartmel,uk,33379902,42184135,Post No Bills,Old Park Wood Handicap Chase (Class E),6,15.27,3.23,0,0,,,,,,,,,,,,,hub
2024-01-06,01:20,Cartmel,uk,33379902,42405275,Thank You Blue,Old Park Wood Handicap Chase (Class E),6,14.11,3.6,0,1,,,,,,,,,,,,,hub
2024-01-06,01:20,Cartmel,uk,33379902,8796733,Tontos Spirit,Old Park Wood Handicap Chase (Class E),6,89.68,12.29,0,0,,,,,,,,,,,,,hub
2024-01-06,01:30,Wolverhampton,uk,33379905,35638629,Forgotten Treasure,Free Digital Racecard At raceday-ready.com Classified Stakes (Rider Restricted Race) (Class F),6,9.2,2.82,1,1,,,,,,,,,,,,,hub
2024-01-06,01:30,Wolverhampton,uk,33379905,28496430,Ishani,Free Digital Racecard At raceday-ready.com Classified Stakes (Rider Restricted Race) (Class F),6,61.75,12.0,0,0,,,,,,,,,,,,,hub
2024-01-06,01:30,Wolverhampton,uk,33379905,44169416,Mintana,Free Digital Racecard At raceday-ready.com Classified Stakes (Rider Restricted Race) (Class F),6,4.9,1.84,0,1,,,,,,,,,,,,,hub
2024-01-06,01:30,Wolverhampton,uk,33379905,9163357,Outreach,Free Digital Racecard At raceday-ready.com Classified Stakes (Rider Restricted Race) (Class F),6,3.3,1.47,0,0,,,,,,,,,,,,,hub
2024-01-06,01:30,Wolverhampton,uk,33379905,35527774,Red Walls,Free Digital Racecard At raceday-ready.com Classified Stakes (Rider Restricted Race) (Class F),6,15.86,3.7,0,0,,,,,,,,,,,,,hub
2024-01-06,01:30,Wolverhampton,uk,33379905,40799617,Reve De Magritte,Free Digital Racecard At raceday-ready.com Classified Stakes (Rider Restricted Race) (Class F),6,13.5,3.38,0,0,,,,,,,,,,,,,hub
2024-01-06,01:30,Wolverhampton,uk,33379905,15155239,Roman Princess,Free Digital Racecard At raceday-ready.com Classified Stakes (Rider Restricted Race) (Class F),6,53.07,10.83,0,1,,,,,,,,,,,,,hub
2024-01-06,01:30,Wolverhampton,uk,33379905,50842055,Sea The Buckthorn,Free Digital Racecard At raceday-ready.com Classified Stakes (Rider Restricted Race) (Class F),6,5.3,1.96,0,0,,,,,,,,,,,,,hub
2024-01-06,01:30,Wolverhampton,uk,33379905,13698987,Storm Master,Free Digital Racecard At raceday-ready.com Classified Stakes (Rider Restricted Race) (Class F),6,60.0,11.04,0,0,,,,,,,,,,,,,hub
2024-01-06,01:30,Wolverhampton,uk,33379905,58258443,Trois Blancs,Free Digital Racecard At raceday-ready.com Classified Stakes (Rider Restricted Race) (Class F),6,128.88,19.48,0,0,,,,,,,,,,,,,hub
2024-01-06,01:40,Curragh,ire,33379879,28618239,Benavente,Dubai Duty Free Derby Festival Handicap (Class B) (Premier Handicap),7,43.13,9.75,0,0,,,,,,,,,,,,,hub
2024-01-06,01:40,Curragh,ire,33379879,41923847,Blues Emperor,Dubai Duty Free Derby Festival Handicap (Class B) (Premier Handicap),7,11.19,3.6,0,0,,,,,,,,,,,,,hub
2024-01-06,01:40,Curragh,ire,33379879,54348812,Booyea,Dubai Duty Free Derby Festival Handicap (Class B) (Premier Handicap),7,18.17,5.01,1,1,,,,,,,,,,,,,hub
2024-01-06,01:40,Curragh,ire,33379879,13582903,Brains,Dubai Duty Free Derby Festival Handicap (Class B) (Premier Handicap),7,34.0,9.07,0,0,,,,,,,,,,,,,hub
2024-01-06,01:40,Curragh,ire,33379879,424567,Casanova,Dubai Duty Free Derby Festival Handicap (Class B) (Premier Handicap),7,21.39,5.6,0,0,,,,,,,,,,,,,hub
2024-01-06,01:40,Curragh,ire,33379879,43699431,Cheers Again,Dubai Duty Free Derby Festival Handicap (Class B) (Premier Handicap),7,13.0,4.0,0,0,,,,,,,,,,,,,hub
2024-01-06,01:40,Curragh,ire,33379879,23701816,Coeur DOr,Dubai Duty Free Derby Festival Handicap (Class B) (Premier Handicap),7,6.45,2.65,0,0,,,,,,,,,,,,,hub
2024-01-06,01:40,Curragh,ire,33379879,62846718,Concluding Call,Dubai Duty Free Derby Festival Handicap (Class B) (Premier Handicap),7,24.0,6.16,0,0,,,,,,,,,,,,,hub
2024-01-06,01:40,Curragh,ire,33379879,34000814,May Night,Dubai Duty Free Derby Festival Handicap (Class B) (Premier Handicap),7,37.05,10.5,0,0,,,,,,,,,,,,,hub
2024-01-06,01:40,Curragh,ire,33379879,376967,Morse,Dubai Duty Free Derby Festival Handicap (Class B) (Premier Handicap),7,35.45,9.2,0,0,,,,,,,,,,,,,hub
2024-01-06,01:40,Curragh,ire,33379879,36299329,No More Porter,Dubai Duty Free Derby Festival Handicap (Class B) (Premier Handicap),7,23.36,6.0,0,1,,,,,,,,,,,,,hub
2024-01-06,01:40,Curragh,ire,33379879,816752,Physique,Dubai Duty Free Derby Festival Handicap (Class B) (Premier Handicap),7,16.43,4.8,0,0,,,,,,,,,,,,,hub
2024-01-06,01:40,Curragh,ire,33379879,56218430,Shayzann,Dubai Duty Free Derby Festival Handicap (Class B) (Premier Handicap),7,70.0,13.96,0,0,,,,,,,,,,,,,hub
2024-01-06,01:40,Curragh,ire,33379879,63867607,State Actor,Dubai Duty Free Derby Festival Handicap (Class B) (Premier Handicap),7,3.52,1.71,0,0,,,,,,,,,,,,,hub
2024-01-06,01:40,Curragh,ire,33379879,12760618,Verhoyen,Dubai Duty Free Derby Festival Handicap (Class B) (Premier Handicap),7,38.03,10.0,0,1,,,,,,,,,,,,,hub
2024-01-06,01:45,Uttoxeter,uk,33379909,25891916,Byzantine Empire,Bet Boost At bet365 Handicap Hurdle (Class E),7,37.86,7.0,0,0,,,,,,,,,,,,,hub
2024-01-06,01:45,Uttoxeter,uk,33379909,42803733,Cillians Charm,Bet Boost At bet365 Handicap Hurdle (Class E),7,125.42,19.0,0,0,,,,,,,,,,,,,hub
2024-01-06,01:45,Uttoxeter,uk,33379909,26374772,Elham Valley,Bet Boost At bet365 Handicap Hurdle (Class E),7,15.0,3.2,0,0,,,,,,,,,,,,,hub
2024-01-06,01:45,Uttoxeter,uk,33379909,41912644,Forget The Way,Bet Boost At bet365 Handicap Hurdle (Class E),7,4.98,1.71,0,0,,,,,,,,,,,,,hub
2024-01-06,01:45,Uttoxeter,uk,33379909,36868899,Maxcel,Bet Boost At bet365 Handicap Hurdle (Class E),7,7.58,2.09,1,1,,,,,,,,,,,,,hub
2024-01-06,01:45,Uttoxeter,uk,33379909,10905853,Mostly Sunny,Bet Boost At bet365 Handicap Hurdle (Class E),7,2.8,1.44,0,1,,,,,,,,,,,,,hub
2024-01-06,01:45,Uttoxeter,uk,33379909,11739012,Myristica,Bet Boost At bet365 Handicap Hurdle (Class E),7,8.0,2.65,0,0,,,,,,,,,,,,,hub
2024-01-06,01:45,Uttoxeter,uk,33379909,1103844,Right Now,Bet Boost At bet365 Handicap Hurdle (Class E),7,19.5,4.2,0,1,,,,,,,,,,,,,hub
2024-01-06,01:45,Uttoxeter,uk,33379909,36299339,Sonning,Bet Boost At bet365 Handicap Hurdle (Class E),7,59.21,9.2,0,0,,,,,,,,,,,,,hub
2024-01-06,01:55,Cartmel,uk,33379902,42638693,Baron Briggs,Holker Hall Handicap Chase (Class G),7,7.6,2.96,0,0,,,,,,,,,,,,,hub
2024-01-06,01:55,Cartmel,uk,33379902,25362616,Calahill,Holker Hall Handicap Chase (Class G),7,19.22,5.2,0,1,,,,,,,,,,,,,hub
