race_date,time,track,placing,horse_name,last,last2,last3,last4,last5,last6,last7,last8,last9,last10,leveller,speed,jockey,trainer,stallion,today,total,odds_numerical,racetype,jockey_name,trainer_name,runners,placing_num,HorseAge,Distance,AgeRestrictions,WinPrizeMoney,UKClass,MajorType,
"2026-02-08","1.37.","Chelmsford City","2nd","Aneirins Sword (IRE)","53.7950","65.1740","41.2971","40.2131","35.8795","0.0000","0.0000","0.0000","0.0000","0.0000","236.3588","51.9083","0.0000","0.0000","0.0000","3.4000","528.0258","1.50","Handicap","Osborne, Saffie","Osborne, J A","7","2","3","1m ","3yo","4972","6",,
"2026-02-08","1.37.","Chelmsford City","5th","Thanh Nam","50.1962","36.2384","31.2474","64.4840","62.7940","48.0352","46.7104","44.3206","39.1645","44.6561","0.0000","56.8839","0.0000","0.0000","0.0000","2.3670","527.0978","6.00","Handicap","Horgan, C","Owen, J P","7","5","3","1m ","3yo","4972","6",,
"2026-02-08","1.37.","Chelmsford City","6th","Let Her Go (IRE)","43.7754","50.1465","44.1829","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","322.2447","55.3335","0.0000","0.0000","0.0000","-0.3000","515.3830","16.00","Handicap","Bowen, S D","Sangster, Ollie","7","6","3","1m ","3yo","4972","6",,
"2026-02-08","1.37.","Chelmsford City","4th","Berkshire Schmokin (IRE)","40.0415","46.7280","35.2671","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","284.7522","65.5928","0.0000","0.0000","0.0000","0.0000","472.3816","2.75","Handicap","Watson, Jason","Balding, A M","7","4","3","1m ","3yo","4972","6",,
"2026-02-08","1.37.","Chelmsford City","2nd","Bergamo Gold (IRE)","39.1704","36.4144","38.8771","32.4114","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","220.3098","59.0624","0.0000","0.0000","0.0000","0.9000","427.1454","11.00","Handicap","Shepherd, Callum","Johnston, Charlie","7","2","3","1m ","3yo","4972","6",,
"2026-02-08","1.37.","Chelmsford City","1st","Whos On First","35.8263","35.9427","37.0974","39.2975","40.5975","0.0000","0.0000","0.0000","0.0000","0.0000","188.7615","48.3006","0.0000","0.0000","0.0000","0.9000","426.7236","5.00","Handicap","Ghiani, Marco","Williams, S C","7","1","3","1m ","3yo","4972","6",,
"2026-02-08","1.37.","Chelmsford City","7th","Bosh Soldier","27.9755","30.0476","41.9890","35.5824","34.2523","0.0000","0.0000","0.0000","0.0000","0.0000","169.8467","47.4753","0.0000","0.0000","0.0000","1.6000","388.7687","50.00","Handicap","Morris, Luke","Carroll, A W","7","7","3","1m ","3yo","4972","6",,
"2026-02-08","1.50.","Navan","1st","Coyote Spirit (IRE)","43.5765","72.7115","62.7781","60.1421","49.1494","0.0000","0.0000","0.0000","0.0000","0.0000","288.3576","47.4352","0.0000","0.0000","0.0000","1.1110","625.2615","0.83","Maiden Hurdle","Kennedy, J W","Elliott, Gordon","11","1","8","2m ","4yo+","6372","0",,
"2026-02-08","1.50.","Navan","3rd","Good Deal (IRE)","51.2797","49.6368","62.4732","60.3672","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","335.6355","56.5709","0.0000","0.0000","0.0000","1.2500","617.2133","5.50","Maiden Hurdle","Walsh, E","Magee, Patrick","11","3","7","2m ","4yo+","6372","0",,
"2026-02-08","1.50.","Navan","PU","Whinney Hill","41.6870","63.3668","64.3936","49.6290","51.0705","0.0000","0.0000","0.0000","0.0000","0.0000","270.1469","66.1978","0.0000","0.0000","0.0000","1.4290","607.9205","2.75","Maiden Hurdle","Gilligan, D J","Elliott, Gordon","11","0","6","2m ","4yo+","6372","0",,
