race_date,time,track,placing,horse_name,last,last2,last3,last4,last5,last6,last7,last8,last9,last10,leveller,speed,jockey,trainer,stallion,today,total,odds_numerical,racetype,jockey_name,trainer_name,runners,placing_num,HorseAge,Distance,AgeRestrictions,WinPrizeMoney,UKClass,MajorType,
"2026-02-10","12.48.","Lingfield","3rd","Freda (IRE)","73.2971","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","87.2235","71.9400","0.5379","0.4565","0.0000","4.2000","237.6550","2.50","Novices","Keenan, Darragh","Phelan, P M","3","3","4","7f ","4yo+","5400","4",,
"2026-02-10","12.48.","Lingfield","1st","Elements Of Fire","56.8243","28.0905","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","44.1216","68.9745","1.0540","0.6554","0.0000","6.0000","205.7204","1.50","Novices","Doyle, Hollie","Watson, Archie","3","1","4","7f ","4yo+","5400","4",,
"2026-02-10","12.48.","Lingfield","2nd","Holly Mist (IRE)","51.5314","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","61.3223","66.6600","1.3426","1.1637","0.0000","1.2000","183.2200","1.75","Novices","Mitchell, Jack","Varian, Roger","3","2","4","7f ","4yo+","5400","4",,
"2026-02-10","1.18.","Lingfield","1st","Profit Street (IRE)","48.3950","22.7790","11.7250","8.8076","5.0315","4.8947","2.7058","1.0122","1.0032","1.2562","0.0000","59.5561","1.6546","1.2270","0.0000","2.5709","172.6188","1.50","Handicap","Morris, Luke","Owen, J P","8","1","5","7f ","4yo+","3140","6",,
"2026-02-10","1.18.","Lingfield","4th","Ashford Hill","58.9000","13.0811","6.3270","4.0662","3.8793","3.1332","1.8087","1.4253","1.1213","0.5657","0.0000","54.5422","1.3087","0.8917","0.0000","4.1233","155.1739","6.50","Handicap","Chalmers, Isobelle","Davis, D J S Ffrench","8","4","5","7f ","4yo+","3140","6",,
"2026-02-10","1.18.","Lingfield","6th","Semser","44.8600","14.7401","9.9438","7.5763","5.9224","3.1065","2.4355","1.2773","1.3345","0.7073","0.0000","56.0107","0.9883","1.0032","0.0000","4.3711","154.2771","9.00","Handicap","Clutterbuck, Rhys","Moore, Gary and Josh","8","6","9","7f ","4yo+","3140","6",,
"2026-02-10","1.18.","Lingfield","2nd","Global Warning","43.3450","17.3408","11.5416","6.6528","3.0265","3.1412","1.5465","0.8512","0.8491","1.0924","0.0000","53.3860","0.8026","0.4066","0.0000","2.5102","146.4925","4.50","Handicap","Bowen, S D","Butler, John","8","2","10","7f ","4yo+","3140","6",,
"2026-02-10","1.18.","Lingfield","3rd","Tam Lin (IRE)","35.6200","20.7162","11.0257","9.2556","4.8288","2.5622","1.4672","1.3686","0.8565","0.8544","0.0000","54.2999","1.1299","0.3787","0.0000","1.9125","146.2762","3.33","Handicap","Carson, William","Carson, Anthony","8","3","4","7f ","4yo+","3140","6",,
"2026-02-10","1.18.","Lingfield","5th","Rumba Bay","39.0300","15.1898","10.4113","4.2956","3.7609","3.3045","2.4265","1.6690","1.3852","1.7677","0.0000","54.9093","1.6787","0.7347","0.0000","2.2887","142.8518","12.00","Handicap","Ryan, Rossa","Evans, P D","8","5","4","7f ","4yo+","3140","6",,
"2026-02-10","1.18.","Lingfield","8th","World Of Darcy (IRE)","37.5100","16.2720","7.5396","4.0985","5.3033","2.0341","1.6365","1.0578","0.8006","0.8095","0.0000","43.3940","0.6129","0.7322","0.0000","1.9608","123.7618","25.00","Handicap","Keenan, Darragh","Ryan, J","8","8","5","7f ","4yo+","3140","6",,
"2026-02-10","1.18.","Lingfield","7th","Emperors Logic (IRE)","25.5520","10.3242","7.9528","4.7259","2.5432","0.0000","0.0000","0.0000","0.0000","0.0000","6.5877","39.0591","0.3022","0.5615","0.0000","0.8000","98.4086","100.00","Handicap","Egan, John","Ivory, D K","8","7","4","7f ","4yo+","3140","6",,
"2026-02-10","1.35.","Ayr","5th","So Many Roads","76.2940","26.8518","10.6732","5.9905","3.8894","4.2019","1.4861","1.3607","1.2849","1.3856","0.0000","64.0202","0.5518","1.0253","0.0000","5.2788","204.2942","2.25","Handicap Hurdle","Maggs, Charlie","Whillans, D W","9","5","9","2m4.5f ","4yo+","3697","5",,
"2026-02-10","1.35.","Ayr","1st","The Coffey Boy (IRE)","58.3200","18.7509","10.6513","8.1708","4.8326","0.0000","0.0000","0.0000","0.0000","0.0000","11.7788","65.4000","0.3715","0.8147","0.0000","1.0000","180.0906","8.00","Handicap Hurdle","Maggs, William","Duncan, I A","9","1","7","2m4.5f ","4yo+","3697","5",,
"2026-02-10","1.35.","Ayr","2nd","Velvet Vulcan","60.3756","17.7798","11.8644","4.2672","2.7466","4.6376","2.1998","1.2959","1.3567","1.0846","0.0000","66.1794","0.5920","0.3030","0.0000","4.1548","178.8372","4.50","Handicap Hurdle","Smith, Ben","Smith, R Michael","9","2","7","2m4.5f ","4yo+","3697","5",,
"2026-02-10","1.35.","Ayr","7th","Burning It Up (IRE)","63.3900","22.5105","8.1290","6.8744","4.3636","4.6116","3.1962","1.5397","1.3778","0.8187","0.0000","57.9123","0.1110","0.6225","0.0000","1.2000","176.6572","2.00","Handicap Hurdle","Hislop, Dominic","Alexander, N W","9","7","6","2m4.5f ","4yo+","3697","5",,
"2026-02-10","1.35.","Ayr","PU","Jakana (IRE)","39.4500","23.0276","8.2924","5.1020","3.5138","4.6320","2.2386","1.8260","1.2042","1.9847","0.0000","62.0945","0.2391","0.0525","0.0000","1.6817","155.3393","80.00","Handicap Hurdle","Rabbitt, Conor","Kerr, L","9","0","7","2m4.5f ","4yo+","3697","5",,
"2026-02-10","1.35.","Ayr","3rd","The Jewellers Pet (IRE)","37.2950","18.4714","10.9779","4.9621","4.0712","2.4121","3.0282","2.6435","1.2545","2.2403","0.0000","59.4577","0.5436","0.9397","0.0000","3.2073","151.5046","8.50","Handicap Hurdle","Doyle, Alan","Duncan, I A","9","3","7","2m4.5f ","4yo+","3697","5",,
"2026-02-10","1.35.","Ayr","6th","Lewa House","32.5209","16.8417","11.9140","8.1709","2.9658","3.9180","2.1535","1.3243","1.0335","1.1444","0.0000","58.1209","0.5571","0.0455","0.0000","4.2491","144.9594","16.00","Handicap Hurdle","Power, Jack","Bissett, Catch","9","6","10","2m4.5f ","4yo+","3697","5",,
"2026-02-10","1.35.","Ayr","8th","Bray Dale","29.7470","13.8347","7.4449","6.6247","3.6765","2.4095","2.1896","0.9069","0.6474","1.0186","0.0000","53.4750","1.1984","0.0000","0.0000","2.6485","125.8218","25.00","Handicap Hurdle","Thompson, Joshua","Bissett, Catch","9","8","9","2m4.5f ","4yo+","3697","5",,
"2026-02-10","1.35.","Ayr","4th","Ck Omara (IRE)","44.4970","14.7690","8.7926","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","18.3729","0.0000","0.1860","0.3030","0.0000","1.0000","87.9205","66.00","Handicap Hurdle","Midgley, Tom","Smith, R Michael","9","4","5","2m4.5f ","4yo+","3697","5",,
