race_date,time,track,placing,horse_name,last,last2,last3,last4,last5,last6,last7,last8,last9,last10,leveller,speed,jockey,trainer,stallion,today,total,odds_numerical,racetype,jockey_name,trainer_name,runners,placing_num,HorseAge,Distance,AgeRestrictions,WinPrizeMoney,UKClass,MajorType,
"2026-02-08","1.37.","Chelmsford City","2nd","Aneirins Sword (IRE)","63.9300","34.0029","11.5646","7.1026","3.9336","0.0000","0.0000","0.0000","0.0000","0.0000","12.4231","0.0000","0.0000","0.9965","0.0000","10.7333","144.6866","1.50","Handicap","Osborne, Saffie","Osborne, J A","7","2","3","1m ","3yo","4972","6",,
"2026-02-08","1.37.","Chelmsford City","5th","Thanh Nam","63.9900","20.8665","9.7794","11.2308","7.4554","4.6788","3.4836","2.1964","1.5119","1.6002","0.0000","0.0000","0.0000","1.3897","0.0000","5.5669","133.7495","6.00","Handicap","Horgan, C","Owen, J P","7","5","3","1m ","3yo","4972","6",,
"2026-02-08","1.37.","Chelmsford City","6th","Let Her Go (IRE)","57.4447","29.3466","13.5491","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","27.4421","0.0000","0.0000","1.0429","0.0000","0.1000","128.9255","16.00","Handicap","Bowen, S D","Sangster, Ollie","7","6","3","1m ","3yo","4972","6",,
"2026-02-08","1.37.","Chelmsford City","4th","Berkshire Schmokin (IRE)","49.6175","24.5473","10.9446","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","22.9562","0.0000","0.0000","1.4506","0.0000","0.0000","109.5162","2.75","Handicap","Watson, Jason","Balding, A M","7","4","3","1m ","3yo","4972","6",,
"2026-02-08","1.37.","Chelmsford City","2nd","Bergamo Gold (IRE)","50.8550","21.4300","12.5542","5.6479","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","15.0475","0.0000","0.0000","0.7131","0.0000","0.9000","107.1477","11.00","Handicap","Shepherd, Callum","Johnston, Charlie","7","2","3","1m ","3yo","4972","6",,
"2026-02-08","1.37.","Chelmsford City","1st","Whos On First","44.3008","17.9371","11.3446","7.4287","5.0976","0.0000","0.0000","0.0000","0.0000","0.0000","10.4898","0.0000","0.0000","0.7530","0.0000","0.7000","98.0517","5.00","Handicap","Ghiani, Marco","Williams, S C","7","1","3","1m ","3yo","4972","6",,
"2026-02-08","1.37.","Chelmsford City","7th","Bosh Soldier","34.1865","17.3570","11.3674","5.6506","3.6557","0.0000","0.0000","0.0000","0.0000","0.0000","8.7760","0.0000","0.0000","1.0443","0.0000","1.8000","83.8375","50.00","Handicap","Morris, Luke","Carroll, A W","7","7","3","1m ","3yo","4972","6",,
"2026-02-08","1.50.","Navan","1st","Coyote Spirit (IRE)","52.3290","36.7844","17.9130","10.8218","5.3195","5.9603","3.4985","1.8778","1.4153","0.0000","1.7670","0.0000","0.0000","1.6316","0.0000","3.1110","142.4293","0.83","Maiden Hurdle","Kennedy, J W","Elliott, Gordon","11","1","8","2m ","4yo+","6372","0",,
"2026-02-08","1.50.","Navan","PU","Whinney Hill","46.9340","33.2865","19.3773","8.2475","6.0418","5.3869","2.9581","0.0000","0.0000","0.0000","5.8418","0.0000","0.0000","1.6316","0.0000","8.9050","138.6104","2.75","Maiden Hurdle","Gilligan, D J","Elliott, Gordon","11","0","6","2m ","4yo+","6372","0",,
"2026-02-08","1.50.","Navan","5th","Cock And Bull (IRE)","56.1608","20.5057","19.7324","6.0038","7.8806","3.2667","3.5272","2.3058","2.7206","1.9641","0.0000","0.0000","0.0000","0.7832","0.0000","2.1002","126.9512","25.00","Maiden Hurdle","Meyler, D","Mullins, Emmet","11","5","5","2m ","4yo+","6372","0",,
"2026-02-08","1.50.","Navan","8th","Muhaajim","41.7503","29.5790","18.3767","9.2426","8.2823","5.0319","3.1144","2.9153","0.0000","0.0000","3.6560","0.0000","0.0000","0.8452","0.0000","2.8250","125.6187","40.00","Maiden Hurdle","Byrnes, Philip","Byrnes, C","11","8","4","2m ","4yo+","6372","0",,
"2026-02-08","1.50.","Navan","3rd","Good Deal (IRE)","51.4421","22.7725","18.2517","11.0136","4.7175","4.6493","2.1149","1.2250","0.0000","0.0000","2.9900","0.0000","0.0000","0.6238","0.0000","1.1250","120.9254","5.50","Maiden Hurdle","Walsh, E","Magee, Patrick","11","3","7","2m ","4yo+","6372","0",,
"2026-02-08","1.50.","Navan","4th","Blue Du Neuf (FR)","34.9787","22.7578","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","30.0714","0.0000","0.0000","0.4641","0.0000","0.0000","88.2719","40.00","Maiden Hurdle","Slevin, J J","Crawford, S R B","11","4","6","2m ","4yo+","6372","0",,
"2026-02-08","1.50.","Navan","9th","Isitraininginparis (IRE)","37.7931","19.1603","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","28.2506","0.0000","0.0000","1.4887","0.0000","0.7000","87.3927","100.00","Maiden Hurdle","Williamson, Josh","Elliott, Gordon","11","9","5","2m ","4yo+","6372","0",,
"2026-02-08","1.50.","Navan","2nd","Loch Cuan (IRE)","35.2352","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","39.8334","0.0000","0.0000","1.4887","0.0000","0.0000","76.5574","80.00","Maiden Hurdle","Sexton, K C","Elliott, Gordon","11","2","5","2m ","4yo+","6372","0",,
"2026-02-08","1.50.","Navan","6th","Lenko (IRE)","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.4887","0.0000","1.2000","2.6887","16.00","Maiden Hurdle","Millar, Carl","Elliott, Gordon","11","6","4","2m ","4yo+","6372","0",,
"2026-02-08","1.50.","Navan","7th","Ri An Stoirm (IRE)","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.4887","0.0000","0.0000","1.4887","11.00","Maiden Hurdle","Gainford, Jordan","Elliott, Gordon","11","7","5","2m ","4yo+","6372","0",,
"2026-02-08","1.50.","Navan","PU","Carniny (IRE)","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.3969","0.0000","0.0000","0.3969","150.00","Maiden Hurdle","Harvey, Ben","Collins, C M","11","0","5","2m ","4yo+","6372","0",,
"2026-02-08","2.07.","Chelmsford City","1st","Shafdar (IRE)","76.3740","18.4480","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","41.2554","0.0000","0.0000","0.8008","0.0000","1.7000","138.5783","0.53","Maiden","Greatrex, Edward","Williams, Ian","4","1","4","1m ","3yo+","8640","4",,
"2026-02-08","2.07.","Chelmsford City","3rd","Machali","39.4764","18.1831","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","28.0790","0.0000","0.0000","1.1021","0.0000","0.2000","87.0407","125.00","Maiden","Rawlinson, Ali","Stone, W B","4","3","4","1m ","3yo+","8640","4",,
"2026-02-08","2.07.","Chelmsford City","4th","Immediate Jewel","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9026","0.0000","2.4000","3.3026","20.00","Maiden","Hornby, Rob","Clover, Tom","4","4","3","1m ","3yo+","8640","4",,
"2026-02-08","2.07.","Chelmsford City","2nd","Picture Palace (IRE)","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.1479","0.0000","1.9000","3.0479","1.63","Maiden","Davies, Harry","Crisford, Simon","4","2","3","1m ","3yo+","8640","4",,
